eventid,imonth,iday,country,country_txt,region,region_txt,provstate,city,attacktype1_txt,targtype1_txt,targsubtype1,targsubtype1_txt,corp1,target1,natlty1,natlty1_txt,gname,weaptype1_txt,weapsubtype1
202106060009,6,6,4,Afghanistan,6,South Asia,Paktia,Ibrahim Khil,Bombing/Explosion,Private Citizens & Property,73,Vehicles/Transportation,Not Applicable,Vehicle,4,Afghanistan,Taliban,Explosives,8
202106060010,6,6,4,Afghanistan,6,South Asia,Herat,Obe district,Unknown,Private Citizens & Property,75,Village/City/Town/Suburb,Obe District,District,4,Afghanistan,Taliban,Unknown,
202106060011,6,6,4,Afghanistan,6,South Asia,Badghis,Ab Kamari district,Unknown,Military,34,"Military Personnel (soldiers, troops, officers, forces)",Afghanistan National Army Territorial Forces (ANA-TF),Soldiers,4,Afghanistan,Taliban,Unknown,
202106060012,6,6,4,Afghanistan,6,South Asia,Herat,Sayed Abad,Bombing/Explosion,Military,27,Military Barracks/Base/Headquarters/Checkpost,Afghanistan National Army Territorial Forces (ANA-TF),Checkpost,4,Afghanistan,Taliban,Explosives,16
202106060013,6,6,4,Afghanistan,6,South Asia,Faryab,Kohi,Hostage Taking (Kidnapping),Military,27,Military Barracks/Base/Headquarters/Checkpost,Afghan National Security Force (ANSF),Base,4,Afghanistan,Taliban,Unknown,
202106060016,6,6,95,Iraq,10,Middle East & North Africa,Al Anbar,Al-Baghdadi,Bombing/Explosion,Military,27,Military Barracks/Base/Headquarters/Checkpost,Combined Joint Task Force – Operation Inherent Resolve (CJTF-OIR),Al-Asad Airbase,422,International,Iran-backed militia,Explosives,12
202106060018,6,6,38,Canada,1,North America,Ontario,London,Unarmed Assault,Private Citizens & Property,69,Religion Identified,Not Applicable,"Muslim Civilians: Salman Afzaal, Madiha Salman, Yumna Afzaal",38,Canada,Anti-Muslim extremists,"Vehicle (not to include vehicle-borne explosives, i.e., car or truck bombs)",
202106060019,6,6,147,Nigeria,11,Sub-Saharan Africa,Benue,Odugbeho,Armed Assault,Private Citizens & Property,78,"Procession/Gathering (funeral, wedding, birthday, religious)",Not Applicable,Burial Wake,147,Nigeria,Fulani extremists,Firearms,5
202106060020,6,6,92,India,6,South Asia,West Bengal,Bhatpara,Bombing/Explosion,Violent Political Party,109,Party Official/Candidate/Other Personnel,Bharatiya Janata Party (BJP),Members,92,India,Unknown,Explosives,17
202106060021,6,6,130,Mexico,1,North America,Sinaloa,Los Mochis,Hostage Taking (Barricade Incident),Government (General),19,Election-related,Federal Electoral Institute,Polling Station,130,Mexico,Unknown,Firearms,3
202106060030,6,6,130,Mexico,1,North America,Sinaloa,Goros Numero Dos,Facility/Infrastructure Attack,Government (General),19,Election-related,Federal Electoral Institute,Polling Station,130,Mexico,Unknown,Firearms,5
202106060031,6,6,130,Mexico,1,North America,Sinaloa,Ahome,Facility/Infrastructure Attack,Government (General),19,Election-related,Federal Electoral Institute,Polling Station,130,Mexico,Unknown,Firearms,5
202106060032,6,6,130,Mexico,1,North America,Sinaloa,Ahome,Facility/Infrastructure Attack,Government (General),19,Election-related,Federal Electoral Institute,Polling Station,130,Mexico,Unknown,Firearms,5
202106060033,6,6,130,Mexico,1,North America,Sinaloa,Nuevo San Miguel,Facility/Infrastructure Attack,Government (General),19,Election-related,Federal Electoral Institute,Polling Station,130,Mexico,Unknown,Firearms,5
202106060034,6,6,130,Mexico,1,North America,Sinaloa,Nuevo San Miguel,Facility/Infrastructure Attack,Government (General),19,Election-related,Federal Electoral Institute,Polling Station,130,Mexico,Unknown,Firearms,5
202106060035,6,6,130,Mexico,1,North America,Sinaloa,Nuevo San Miguel,Facility/Infrastructure Attack,Government (General),19,Election-related,Federal Electoral Institute,Polling Station,130,Mexico,Unknown,Firearms,5
202106060036,6,6,130,Mexico,1,North America,Sinaloa,Nuevo San Miguel,Facility/Infrastructure Attack,Government (General),19,Election-related,Federal Electoral Institute,Polling Station,130,Mexico,Unknown,Firearms,5
202106060037,6,6,130,Mexico,1,North America,Sinaloa,Chavez Talamantes,Facility/Infrastructure Attack,Government (General),19,Election-related,Federal Electoral Institute,Polling Station,130,Mexico,Unknown,Firearms,5
202106060038,6,6,130,Mexico,1,North America,Sinaloa,Bachomobampo Numero Dos,Hostage Taking (Barricade Incident),Journalists & Media,53,Newspaper Journalist/Staff/Facility,El Debate,Journalist,130,Mexico,Unknown,Firearms,5
202106060039,6,6,130,Mexico,1,North America,Sinaloa,La Despensa,Facility/Infrastructure Attack,Government (General),19,Election-related,Federal Electoral Institute,Residence of Election Official,130,Mexico,Unknown,Firearms,5
202106060040,6,6,147,Nigeria,11,Sub-Saharan Africa,Imo,Ubulu-Ihejiofor,Facility/Infrastructure Attack,Government (General),18,"Government Personnel (excluding police, military)",Executive Council of Imo State,Residence of Commissioner for Information and Strategy: Declan Emelumba,147,Nigeria,Indigenous People of Biafra (IPOB),Firearms,2
202106060041,6,6,147,Nigeria,11,Sub-Saharan Africa,Imo,Nnepi,Facility/Infrastructure Attack,Government (General),18,"Government Personnel (excluding police, military)",Government of Oru West,Residence of Management Committee Chair: Willy Egbo,147,Nigeria,Indigenous People of Biafra (IPOB),Firearms,2
202106060042,6,6,147,Nigeria,11,Sub-Saharan Africa,Imo,Owerri,Armed Assault,Police,22,"Police Building (headquarters, station, school)",Nigeria Police Force (NPF),Headquarters,147,Nigeria,Indigenous People of Biafra (IPOB),Firearms,2
202106060043,6,6,95,Iraq,10,Middle East & North Africa,Unknown,Unknown,Bombing/Explosion,Military,29,Military Unit/Patrol/Convoy,Turkish Armed Forces (TSK),Patrol,209,Turkey,Unknown,Explosives,16
202106060044,6,6,4,Afghanistan,6,South Asia,Paktia,Kalkin,Hostage Taking (Kidnapping),Terrorists/Non-State Militia,94,Non-State Militia,Unknown,Pro-Government Militia Checkpoint,4,Afghanistan,Taliban,Unknown,
202106060045,6,6,160,Philippines,5,Southeast Asia,Albay,Homapon,Bombing/Explosion,Police,23,Police Patrol (including vehicles and convoys),Philippine National Police (PNP),Vehicle,160,Philippines,New People's Army (NPA),Explosives,8
202106060046,6,6,160,Philippines,5,Southeast Asia,Albay,Homapon,Facility/Infrastructure Attack,Telecommunication,90,Telephone/Telegraph,Globe Telecom,Telecommunication Site,160,Philippines,New People's Army (NPA),Incendiary,20
202106060047,6,6,160,Philippines,5,Southeast Asia,Masbate,Anas,Bombing/Explosion,Private Citizens & Property,68,Named Civilian,Not Applicable,"Civilians: Kieth Absalon, Nolven Absalon, Chrysvine Daniel Absalon",160,Philippines,New People's Army (NPA),Explosives,8
202106060050,6,6,228,Yemen,10,Middle East & North Africa,Ad Dali,Unknown,Armed Assault,Private Citizens & Property,68,Named Civilian,Not Applicable,"Civilians: Nasr Muhammad Saleh Al-Sfri, Dahhan Nasser Al-Bazai",228,Yemen,Houthi extremists (Ansar Allah),Firearms,4
202106060051,6,6,4,Afghanistan,6,South Asia,Uruzgan,Chora district,Bombing/Explosion,Military,27,Military Barracks/Base/Headquarters/Checkpost,Afghan National Security Force (ANSF),Base,4,Afghanistan,Taliban,Explosives,15
202106060053,6,6,147,Nigeria,11,Sub-Saharan Africa,Delta,Ashaka,Armed Assault,Police,23,Police Patrol (including vehicles and convoys),Nigeria Police Force (NPF),Vehicle,147,Nigeria,Unknown,Explosives,16
202106060058,6,6,229,Democratic Republic of the Congo,11,Sub-Saharan Africa,Ituri,Samboko Chani-Chani,Armed Assault,Private Citizens & Property,75,Village/City/Town/Suburb,Samboko Chani-Chani Town,Town,229,Democratic Republic of the Congo,Allied Democratic Forces (ADF),Melee,23
202106060059,6,6,130,Mexico,1,North America,Campeche,Ciudad del Carmen,Facility/Infrastructure Attack,Private Citizens & Property,73,Vehicles/Transportation,Not Applicable,Vehicle of Voter,130,Mexico,Unknown,Incendiary,19
202106060062,6,6,4,Afghanistan,6,South Asia,Baghlan,Bannu,Armed Assault,Government (General),21,Government Building/Facility/Office,Government of Bannu,District Center,4,Afghanistan,Taliban,Firearms,5
202106060063,6,6,4,Afghanistan,6,South Asia,Baghlan,Dahana-i-Ghuri district,Armed Assault,Military,34,"Military Personnel (soldiers, troops, officers, forces)",Afghan National Security Force (ANSF),Forces,4,Afghanistan,Taliban,Firearms,5
202106060066,6,6,229,Democratic Republic of the Congo,11,Sub-Saharan Africa,Ituri,Mutuweyi,Armed Assault,Private Citizens & Property,75,Village/City/Town/Suburb,Mutuweyi Village,Village,229,Democratic Republic of the Congo,Allied Democratic Forces (ADF),Melee,23
202106070001,6,7,4,Afghanistan,6,South Asia,Ghazni,Ab Band district,Unknown,Private Citizens & Property,75,Village/City/Town/Suburb,Ab Band District,District,4,Afghanistan,Taliban,Unknown,
202106070002,6,7,4,Afghanistan,6,South Asia,Faryab,Dawlatabad district,Hostage Taking (Kidnapping),Military,27,Military Barracks/Base/Headquarters/Checkpost,Afghan National Security Force (ANSF),Checkpost,4,Afghanistan,Taliban,Unknown,
202106070003,6,7,4,Afghanistan,6,South Asia,Ghazni,Muqur district,Unknown,Terrorists/Non-State Militia,94,Non-State Militia,Pro-Government Militia,Members,4,Afghanistan,Taliban,Unknown,
202106070004,6,7,4,Afghanistan,6,South Asia,Takhar,Hafizan,Armed Assault,Terrorists/Non-State Militia,94,Non-State Militia,Pro-Government Militia,Outpost,4,Afghanistan,Taliban,Firearms,5
202106070006,6,7,4,Afghanistan,6,South Asia,Ghor,Khamshur,Unknown,Private Citizens & Property,67,Unnamed Civilian/Unspecified,Not Applicable,Civilians,4,Afghanistan,Taliban,Unknown,
202106070009,6,7,4,Afghanistan,6,South Asia,Uruzgan,Gizab district,Unknown,Police,25,Police Security Forces/Officers,Afghan Police,Police,4,Afghanistan,Taliban,Unknown,
202106070010,6,6,146,Niger,11,Sub-Saharan Africa,Tillaberi,Mbanga,Hostage Taking (Kidnapping),Business,10,Mining,Comeren Company,Miners,44,China,Unknown,Firearms,5
202106070013,6,6,92,India,6,South Asia,Jammu and Kashmir,Androla,Assassination,Government (General),15,Politician or Political Party Movement/Meeting/Rally,Government of Androla,Sarpanch: Sushma Kumari,92,India,Unknown,Explosives,17
202106070014,6,7,92,India,6,South Asia,Jammu and Kashmir,Saimu,Bombing/Explosion,Unknown,,,Unknown,Unknown,92,India,Unknown,Explosives,16
202106070017,6,7,229,Democratic Republic of the Congo,11,Sub-Saharan Africa,Ituri,Kinyanjojo,Armed Assault,Private Citizens & Property,75,Village/City/Town/Suburb,Kinyanjojo Village,Village,229,Democratic Republic of the Congo,Allied Democratic Forces (ADF),Firearms,2
202106070018,6,7,229,Democratic Republic of the Congo,11,Sub-Saharan Africa,Ituri,Boga,Armed Assault,Private Citizens & Property,75,Village/City/Town/Suburb,Bogo Village,Village,229,Democratic Republic of the Congo,Allied Democratic Forces (ADF),Firearms,2
202106070019,6,7,1004,South Sudan,11,Sub-Saharan Africa,Lakes,Aluakluak,Armed Assault,NGO,62,International NGO,Doctors with Africa CUAMM,"Aid Workers: Moses Maker, Abraham Gulung Werwer",422,International,Unknown,Firearms,5
202106070021,6,7,104,Kenya,11,Sub-Saharan Africa,Mandera,Kormatto,Armed Assault,Transportation,99,Bus (excluding tourists),Unknown,Bus Convoy,104,Kenya,Al-Shabaab,Explosives,11
202106070023,6,7,99,Ivory Coast,11,Sub-Saharan Africa,Zanzan,Tougbo,Armed Assault,Private Citizens & Property,75,Village/City/Town/Suburb,Tougbo Town,Town,99,Ivory Coast,Jamaat Nusrat al-Islam wal Muslimin (JNIM),Firearms,5
202106070025,6,7,4,Afghanistan,6,South Asia,Parwan,Ahangaran,Bombing/Explosion,Utilities,107,Electricity,Da Afghanistan Brekhna Shirkat (DABS),Electrical Pylon,4,Afghanistan,Khorasan Chapter of the Islamic State,Explosives,16
202106070026,6,7,4,Afghanistan,6,South Asia,Herat,Kohsan district,Bombing/Explosion,Utilities,107,Electricity,Da Afghanistan Brekhna Shirkat (DABS),Electrical Pylon,4,Afghanistan,Taliban,Explosives,16
202106070029,6,6,130,Mexico,1,North America,Sinaloa,Felipe Angeles,Facility/Infrastructure Attack,Government (General),19,Election-related,Federal Electoral Institute,Polling Station,130,Mexico,Unknown,Firearms,5
202106070030,6,7,92,India,6,South Asia,Chhattisgarh,Sukma district,Bombing/Explosion,Unknown,,,Unknown,Unknown,92,India,Maoists,Explosives,31
202106070033,6,7,4,Afghanistan,6,South Asia,Wardak,Unknown,Hostage Taking (Kidnapping),Military,33,Non-combatant Personnel,French Army,Former Chef: Abdul Basir,69,France,Taliban,Firearms,5
202106070035,6,7,160,Philippines,5,Southeast Asia,Masbate,Rizal,Armed Assault,Private Citizens & Property,77,Laborer (General)/Occupation Identified,Not Applicable,Former Member of the New People's Army (NPA): Rey Labustro,160,Philippines,New People's Army (NPA),Firearms,5
202106070037,6,7,45,Colombia,3,South America,Valle del Cauca,Salonica,Bombing/Explosion,Police,22,"Police Building (headquarters, station, school)",National Police of Colombia,Substation,45,Colombia,Unknown,Explosives,7
202106070038,6,7,138,Myanmar,5,Southeast Asia,Shan,Pang Lon,Hostage Taking (Kidnapping),Private Citizens & Property,68,Named Civilian,Not Applicable,Civilian: Loung Khur Lane,138,Myanmar,Shan State Army - North (SSA-N),Unknown,
202106070039,6,6,147,Nigeria,11,Sub-Saharan Africa,Ogun,Iraye,Hostage Taking (Kidnapping),Private Citizens & Property,68,Named Civilian,Not Applicable,Civilian: Iya Kola,147,Nigeria,Fulani extremists,Firearms,5
202106070040,6,7,147,Nigeria,11,Sub-Saharan Africa,Ogun,Iraye,Facility/Infrastructure Attack,Private Citizens & Property,75,Village/City/Town/Suburb,Iraye Village,Fulani Settlement,147,Nigeria,Unknown,Incendiary,18
202106070043,6,7,43,Chile,3,South America,Bio-Bio,Huape,Facility/Infrastructure Attack,Religious Figures/Institutions,86,Place of Worship,Evangelical Army Mission Church,Church,43,Chile,Unknown,Firearms,5
202106070048,6,8,4,Afghanistan,6,South Asia,Ghor,Charsada district,Unknown,Military,34,"Military Personnel (soldiers, troops, officers, forces)",Afghan National Security Force (ANSF),Forces,4,Afghanistan,Taliban,Unknown,
202106070049,6,7,4,Afghanistan,6,South Asia,Ghor,Kharestan,Unknown,Military,36,Military Checkpoint,Afghan National Security Force (ANSF),Checkpoint,4,Afghanistan,Taliban,Unknown,
202106070050,6,7,4,Afghanistan,6,South Asia,Parwan,Ahangaran,Bombing/Explosion,Utilities,107,Electricity,Da Afghanistan Brekhna Shirkat (DABS),Electrical Transmission Pylon,4,Afghanistan,Khorasan Chapter of the Islamic State,Explosives,16
202106080003,6,8,4,Afghanistan,6,South Asia,Kapisa,Tagab district,Unknown,Military,27,Military Barracks/Base/Headquarters/Checkpost,Afghan National Security Force (ANSF),Outpost,4,Afghanistan,Taliban,Unknown,
202106080004,6,8,4,Afghanistan,6,South Asia,Ghazni,Bahrami Shahid district,Unknown,Private Citizens & Property,75,Village/City/Town/Suburb,Bahrami Shahid District,District,4,Afghanistan,Taliban,Unknown,
202106080005,6,8,4,Afghanistan,6,South Asia,Wardak,Jaghatu district,Unknown,Military,31,Military Aircraft,Afghan National Security Force (ANSF),Helicopter,4,Afghanistan,Taliban,Unknown,
202106080006,6,8,4,Afghanistan,6,South Asia,Herat,Shindand district,Unknown,Terrorists/Non-State Militia,94,Non-State Militia,Pro-Government Militia,Outpost,4,Afghanistan,Taliban,Unknown,
202106080007,6,8,95,Iraq,10,Middle East & North Africa,Dihok,Derker,Armed Assault,Military,29,Military Unit/Patrol/Convoy,Peshmerga,Patrol Vehicle,95,Iraq,Kurdistan Workers' Party (PKK),Firearms,4
202106080011,6,8,4,Afghanistan,6,South Asia,Badghis,Muqur district,Unknown,Private Citizens & Property,75,Village/City/Town/Suburb,Muqur District,District,4,Afghanistan,Taliban,Unknown,
202106080015,6,8,147,Nigeria,11,Sub-Saharan Africa,Ekiti,Ayetoro Ekiti,Hostage Taking (Kidnapping),Business,8,Hotel/Resort,Unknown,Hotel,147,Nigeria,Fulani extremists,Firearms,5
202106080021,6,8,138,Myanmar,5,Southeast Asia,Shan,Mang Li,Hostage Taking (Kidnapping),Private Citizens & Property,67,Unnamed Civilian/Unspecified,Not Applicable,Civilians,138,Myanmar,Shan State Army - North (SSA-N),Unknown,
202106080022,6,8,138,Myanmar,5,Southeast Asia,Shan,Khe Moon,Hostage Taking (Kidnapping),Private Citizens & Property,67,Unnamed Civilian/Unspecified,Not Applicable,Civilian,138,Myanmar,Shan State Army - North (SSA-N),Unknown,
202106080023,6,8,147,Nigeria,11,Sub-Saharan Africa,Kwara,Faje,Hostage Taking (Kidnapping),Private Citizens & Property,67,Unnamed Civilian/Unspecified,Not Applicable,Civilian,147,Nigeria,Fulani extremists,Unknown,
202106080024,6,8,147,Nigeria,11,Sub-Saharan Africa,Kwara,Faje,Armed Assault,Private Citizens & Property,77,Laborer (General)/Occupation Identified,Not Applicable,"Hunters:  Murtala, Laide, Segun",147,Nigeria,Fulani extremists,Firearms,5
202106080026,6,8,4,Afghanistan,6,South Asia,Badghis,Jawand district,Unknown,Private Citizens & Property,75,Village/City/Town/Suburb,Jawand District,District,4,Afghanistan,Taliban,Unknown,
202106080027,6,8,95,Iraq,10,Middle East & North Africa,Unknown,Unknown,Bombing/Explosion,Military,29,Military Unit/Patrol/Convoy,Combined Joint Task Force – Operation Inherent Resolve (CJTF-OIR),Combined Joint Task Force Supply Convoy,422,International,Unknown,Explosives,17
202106080031,6,8,138,Myanmar,5,Southeast Asia,Kayin,Unknown,Assassination,Private Citizens & Property,84,Political Party Member/Rally,Mon Unity Party (MUP),Former Amyotha Hluttaw Candidate: Wai Thi Phyo,138,Myanmar,Unknown,Firearms,2
202106080032,6,8,123,Mali,11,Sub-Saharan Africa,Gao,Hourara,Hostage Taking (Kidnapping),NGO,62,International NGO,Doctors Without Boarders (MSF),Aid Workers,422,International,Islamic State in the Greater Sahara (ISGS),Firearms,5
202106090001,6,9,4,Afghanistan,6,South Asia,Takhar,Ishkamish district,Unknown,Private Citizens & Property,75,Village/City/Town/Suburb,Ishkamish District,District,4,Afghanistan,Taliban,Unknown,
202106090002,6,9,4,Afghanistan,6,South Asia,Badghis,Qadis district,Bombing/Explosion,Unknown,,,Unknown,Unknown,,,Unknown,Explosives,16
202106090003,6,9,4,Afghanistan,6,South Asia,Nimroz,Khash Rod district,Unknown,Military,29,Military Unit/Patrol/Convoy,Afghan National Army (ANA),Battalion,4,Afghanistan,Taliban,Unknown,
202106090004,6,9,4,Afghanistan,6,South Asia,Herat,Pashtun Zarghun district,Unknown,Police,25,Police Security Forces/Officers,Afghan Police,Former Officer,4,Afghanistan,Taliban,Unknown,
202106090005,6,9,4,Afghanistan,6,South Asia,Badakhshan,Arghanj Khaw district,Armed Assault,Military,36,Military Checkpoint,Afghan National Security Force (ANSF),Checkpoint,4,Afghanistan,Taliban,Firearms,5
202106090006,6,9,4,Afghanistan,6,South Asia,Faryab,Pashtun Kot district,Unknown,Government (General),18,"Government Personnel (excluding police, military)",Afghan Public Protection Force (APPF),Outpost,4,Afghanistan,Taliban,Unknown,
202106090007,6,8,4,Afghanistan,6,South Asia,Baghlan,Sheikh Jalal,Armed Assault,NGO,62,International NGO,HALO Trust,Camp,422,International,Khorasan Chapter of the Islamic State,Firearms,5
202106090009,6,9,95,Iraq,10,Middle East & North Africa,Saladin,Yathrib,Bombing/Explosion,Military,27,Military Barracks/Base/Headquarters/Checkpost,Iraqi Air Force,Balad Joint Airbase,95,Iraq,Iran-backed militia,Explosives,11
202106090012,6,9,95,Iraq,10,Middle East & North Africa,Kirkuk,Al-Haml,Hostage Taking (Kidnapping),Private Citizens & Property,67,Unnamed Civilian/Unspecified,Not Applicable,Civilians,95,Iraq,Islamic State of Iraq and the Levant (ISIL),Unknown,
202106090013,6,9,153,Pakistan,6,South Asia,Khyber Pakhtunkhwa,Palo Dheri,Armed Assault,Police,25,Police Security Forces/Officers,Pakistani Police,"Vaccine Protection Personnel: Syed Raza Ali Shah, Shakir",153,Pakistan,Unknown,Firearms,5
202106090015,6,9,200,Syria,10,Middle East & North Africa,Al Hasakah,Asadiyah,Bombing/Explosion,Military,34,"Military Personnel (soldiers, troops, officers, forces)",Russian Armed Forces,Personnel,167,Russia,Unknown,Explosives,8
202106090016,6,9,147,Nigeria,11,Sub-Saharan Africa,Benue,Anyom,Hostage Taking (Kidnapping),Private Citizens & Property,75,Village/City/Town/Suburb,Anyom Community,Community,147,Nigeria,Fulani extremists,Firearms,5
202106090017,6,9,92,India,6,South Asia,Manipur,Rengpang,Armed Assault,Police,23,Police Patrol (including vehicles and convoys),Indian Police Service (IPS),Convoy,92,India,Unknown,Firearms,5
202106090018,6,9,182,Somalia,11,Sub-Saharan Africa,Bay,Deynunay,Armed Assault,Military,27,Military Barracks/Base/Headquarters/Checkpost,Somali Armed Forces (SAF),Base,182,Somalia,Al-Shabaab,Firearms,5
202106090037,6,9,104,Kenya,11,Sub-Saharan Africa,Mandera,Qoqaye,Bombing/Explosion,Government (General),18,"Government Personnel (excluding police, military)",Kenya Wildlife Service (KWS),Vehicle of Employees,104,Kenya,Al-Shabaab,Explosives,16
202106090039,6,9,147,Nigeria,11,Sub-Saharan Africa,Kwara,Gbabu,Armed Assault,Private Citizens & Property,72,Farmer,Not Applicable,Farmer: Akeem Adeboyinbo,147,Nigeria,Fulani extremists,Melee,23
202106090040,6,9,160,Philippines,5,Southeast Asia,Batangas,Lipa,Assassination,Government (General),15,Politician or Political Party Movement/Meeting/Rally,Government of Pagolingin East,Barangay Captain: Cesar Catibog,160,Philippines,Unknown,Firearms,5
202106090041,6,9,45,Colombia,3,South America,Cauca,Corinto,Assassination,Government (General),18,"Government Personnel (excluding police, military)",Regional Indigenous Council of Cauca (CRIC),Indigenous Governor: Argenis Yatacue in Corinto,45,Colombia,National Liberation Army of Colombia (ELN),Firearms,5
202106090044,6,9,208,Tunisia,10,Middle East & North Africa,Kasserine,Unknown,Bombing/Explosion,Military,29,Military Unit/Patrol/Convoy,Tunisian Armed Forces (FAT),Patrol,208,Tunisia,Unknown,Explosives,8
202106090045,6,9,45,Colombia,3,South America,Arauca,Agua Viva,Armed Assault,Government (General),18,"Government Personnel (excluding police, military)",Government of Fortul,Office of the Mayor Employee: Danilo Galindo,45,Colombia,Unknown,Firearms,5
202106100001,6,10,4,Afghanistan,6,South Asia,Badghis,Qadis district,Bombing/Explosion,Military,34,"Military Personnel (soldiers, troops, officers, forces)",Afghan National Security Force (ANSF),Soldiers,4,Afghanistan,Unknown,Explosives,8
202106100002,6,10,4,Afghanistan,6,South Asia,Kabul,Qarabagh district,Armed Assault,Government (General),18,"Government Personnel (excluding police, military)",Ministry of Public Health,Doctor: Salim Rasuli,4,Afghanistan,Unknown,Firearms,5
202106100003,6,10,4,Afghanistan,6,South Asia,Badghis,Unknown,Unknown,Terrorists/Non-State Militia,94,Non-State Militia,Pro-Government Militia,Members,4,Afghanistan,Taliban,Unknown,
202106100005,6,10,4,Afghanistan,6,South Asia,Badghis,Muqur district,Unknown,Police,22,"Police Building (headquarters, station, school)",Afghan Police,Outpost,4,Afghanistan,Taliban,Unknown,
202106100007,6,10,4,Afghanistan,6,South Asia,Faryab,Pashtun Kot district,Unknown,Government (General),18,"Government Personnel (excluding police, military)",Afghan Public Protection Force (APPF),Security Forces,4,Afghanistan,Taliban,Unknown,
202106100009,6,10,146,Niger,11,Sub-Saharan Africa,Agadez,Dune,Armed Assault,Police,23,Police Patrol (including vehicles and convoys),Niger Police,Patrol,146,Niger,Unknown,Firearms,5
202106100010,6,10,209,Turkey,10,Middle East & North Africa,Siirt,Pervari district,Armed Assault,Military,27,Military Barracks/Base/Headquarters/Checkpost,Turkish Armed Forces (TSK),Base,209,Turkey,Kurdistan Workers' Party (PKK),Firearms,4
202106100013,6,6,4,Afghanistan,6,South Asia,Takhar,Chah Ab district,Unknown,Military,27,Military Barracks/Base/Headquarters/Checkpost,Afghan National Security Force (ANSF),Security Checkpost,4,Afghanistan,Taliban,Unknown,
202106100017,6,10,33,Burkina Faso,11,Sub-Saharan Africa,Sahel,Gorguel,Armed Assault,Military,29,Military Unit/Patrol/Convoy,Burkinabe Army,Joint Patrol,33,Burkina Faso,Unknown,Firearms,5
202106100018,6,10,147,Nigeria,11,Sub-Saharan Africa,Benue,Zongo-Akiki,Hostage Taking (Kidnapping),Private Citizens & Property,75,Village/City/Town/Suburb,Zongo-Akiki Community,Community,147,Nigeria,Fulani extremists,Firearms,5
202106100019,6,10,95,Iraq,10,Middle East & North Africa,Nineveh,Manbar,Unknown,Private Citizens & Property,76,House/Apartment/Residence,Not Applicable,House,95,Iraq,Kurdistan Workers' Party (PKK),Unknown,
202106100020,6,10,95,Iraq,10,Middle East & North Africa,Nineveh,Manbar,Facility/Infrastructure Attack,Private Citizens & Property,76,House/Apartment/Residence,Not Applicable,House,95,Iraq,Kurdistan Workers' Party (PKK),Incendiary,18
202106100022,6,10,147,Nigeria,11,Sub-Saharan Africa,Imo,Eke-Onuimo,Hostage Taking (Kidnapping),Transportation,99,Bus (excluding tourists),Unknown,Buses,147,Nigeria,Fulani extremists,Firearms,5
202106100023,6,10,147,Nigeria,11,Sub-Saharan Africa,Ogun,Unknown,Hostage Taking (Kidnapping),Private Citizens & Property,73,Vehicles/Transportation,Not Applicable,Vehicles,147,Nigeria,Fulani extremists,Firearms,5
202106100024,6,10,160,Philippines,5,Southeast Asia,Agusan del Norte,Santiago,Bombing/Explosion,Military,34,"Military Personnel (soldiers, troops, officers, forces)",Armed Forces of the Philippines (AFP),Personnel,160,Philippines,New People's Army (NPA),Explosives,16
202106100025,6,10,147,Nigeria,11,Sub-Saharan Africa,Anambra,Idemili South district,Armed Assault,Police,22,"Police Building (headquarters, station, school)",Nigeria Police Force (NPF),Station,147,Nigeria,Unknown,Firearms,5
202106100026,6,10,95,Iraq,10,Middle East & North Africa,Al Anbar,Rutbah district,Bombing/Explosion,Military,27,Military Barracks/Base/Headquarters/Checkpost,Iraqi Army,Barracks,95,Iraq,Unknown,Explosives,11
202106100028,6,10,95,Iraq,10,Middle East & North Africa,Wasit,Sheikh Saad,Unarmed Assault,Private Citizens & Property,83,Protester,Not Applicable,Protesters,95,Iraq,Unknown,Melee,21
202106100029,6,10,4,Afghanistan,6,South Asia,Takhar,Bangi district,Unknown,Private Citizens & Property,75,Village/City/Town/Suburb,Bangi District,District,4,Afghanistan,Taliban,Unknown,
202106100032,6,10,229,Democratic Republic of the Congo,11,Sub-Saharan Africa,North Kivu,Livano,Hostage Taking (Kidnapping),Private Citizens & Property,75,Village/City/Town/Suburb,Livano Village,Village,229,Democratic Republic of the Congo,Allied Democratic Forces (ADF),Unknown,
202106100033,6,10,229,Democratic Republic of the Congo,11,Sub-Saharan Africa,North Kivu,Kitovo,Hostage Taking (Kidnapping),Private Citizens & Property,75,Village/City/Town/Suburb,Kitovo Village,Village,229,Democratic Republic of the Congo,Allied Democratic Forces (ADF),Unknown,
202106100035,6,10,43,Chile,3,South America,Araucania,El Vergel,Hijacking,Private Citizens & Property,73,Vehicles/Transportation,Not Applicable,Truck,43,Chile,Mapuche extremists,Firearms,4
202106100036,6,10,43,Chile,3,South America,Araucania,Villa El Parque,Facility/Infrastructure Attack,Private Citizens & Property,73,Vehicles/Transportation,Not Applicable,Truck,43,Chile,Mapuche extremists,Firearms,4
202106110002,6,11,4,Afghanistan,6,South Asia,Ghazni,Andar district,Unknown,Military,27,Military Barracks/Base/Headquarters/Checkpost,Afghan National Security Force (ANSF),Base,4,Afghanistan,Taliban,Unknown,
202106110003,6,11,4,Afghanistan,6,South Asia,Ghor,Tulak district,Hostage Taking (Kidnapping),Government (General),21,Government Building/Facility/Office,Government of Tulak District,District Center,4,Afghanistan,Taliban,Unknown,
